# related_to 갈라 내기 — 직접 판정 (2026-09-05, Claude). 근거 문장만 보고 골랐다.
# src	dst	type	direction	confidence	메모 (A ~ B · 근거 앞머리)
ex:org:제암리 감리교회	wd:Q31179462	none	A→B	certain	제암리 감리교회 ~ 홍원식
ex:org:제암리 감리교회	wd:Q513638	none	A→B	certain	제암리 감리교회 ~ 천도교
ex:org:제암리 감리교회	wd:Q55736737	none	A→B	certain	제암리 감리교회 ~ 김성렬
ex:org:제암리 감리교회	wd:Q65271495	none	A→B	certain	제암리 감리교회 ~ 안정옥
ex:org:제암리 감리교회	wd:Q6824112	none	A→B	certain	제암리 감리교회 ~ 강성민
ex:org:제암리 감리교회	wd:Q7044334	none	A→B	certain	제암리 감리교회 ~ 노경태
ex:org:제암리 감리교회	wd:Q852377	none	A→B	certain	제암리 감리교회 ~ 신문화운동
ex:person:V.S. 팔게르	ex:org:내집단과 외집단	none	A→B	certain	V.S. 팔게르 ~ 내집단과 외집단
ex:person:게리 R. 존슨	ex:org:내집단과 외집단	none	A→B	certain	게리 R. 존슨 ~ 내집단과 외집단
ex:person:김광운	wd:Q495459	none	A→B	certain	김광운 ~ 조선공산당
ex:person:김영두	wd:Q495459	none	A→B	certain	김영두 ~ 조선공산당
ex:person:김충렬	wd:Q31179932	none	A→B	certain	김충렬 ~ 원산 총파업
ex:person:남베트남	wd:Q30	none	A→B	certain	남베트남 ~ 미국
ex:person:동인	wd:Q496942	none	A→B	certain	동인 ~ 김효원
ex:person:명경대왕대비 김씨	ex:person:안동 김씨	none	A→B	certain	명경대왕대비 김씨 ~ 안동 김씨
ex:person:미국 중앙정보국	ex:person:캐나다	none	A→B	certain	미국 중앙정보국 ~ 캐나다
ex:person:박기석	wd:Q624154	participated_in	A→B	probable	박기석 ~ 광주 학생 항일 운동 · 장재성은 광주학생들을 설득하는 유인물을 작성했으며, 인쇄를 맡은 오쾌일에 의해서 등사판을 이용하여 박기석의 
ex:person:박승환	ex:person:호국인물	none	A→B	certain	박승환 ~ 호국인물
ex:person:박유건	wd:Q490348	participated_in	A→B	probable	박유건 ~ 정묘호란 · 음력 1월 20일 : 능한산성(凌漢山城) 대장 김진(金搢), 선천 부사(宣川府使) 기협(奇恊), 곽산 군수(
ex:person:북베트남	wd:Q148	none	A→B	certain	북베트남 ~ 중화인민공화국
ex:person:북베트남	wd:Q15180	none	A→B	certain	북베트남 ~ 소련
ex:person:셀리아 그린	ex:org:내집단과 외집단	none	A→B	certain	셀리아 그린 ~ 내집단과 외집단
ex:person:숙명공주	wd:Q2945181	none	A→B	certain	숙명공주 ~ 노론
ex:person:아민	wd:Q490348	participated_in	A→B	certain	아민 ~ 정묘호란 · 1627년(인조 5년) 1월 13일(양력 2월 28일), 홍타이지는 광해군을 위하여 보복한다는 구실을 내세우
ex:person:오가작통법	wd:Q9592	none	A→B	certain	오가작통법 ~ 로마 가톨릭교회
ex:person:왕온	wd:Q711051	participated_in	A→B	probable	왕온 ~ 삼별초 · 삼별초는 왕족인 왕온을 추대하여 왕으로 삼고, 강화도의 거의 모든 재산과 사람들을 태운 대선단을 이끌고 진도
ex:person:요나라	ex:place:보주	none	A→B	certain	요나라 ~ 보주
ex:person:요나라	ex:place:여진	none	A→B	certain	요나라 ~ 여진
ex:person:요나라	wd:Q28208	none	A→B	certain	요나라 ~ 고려
ex:person:요나라	wd:Q28322	none	A→B	certain	요나라 ~ 발해
ex:person:요나라	wd:Q5066	none	A→B	certain	요나라 ~ 금나라
ex:person:요나라	wd:Q707128	none	A→B	certain	요나라 ~ 정안국
ex:person:요나라	wd:Q7462	none	A→B	certain	요나라 ~ 송나라
ex:person:요나라	wd:Q9087402	none	A→B	certain	요나라 ~ 강동 6주
ex:person:이시도	wd:Q704929	none	A→B	certain	이시도 ~ 소론
ex:person:이철학	wd:Q495459	none	A→B	certain	이철학 ~ 조선공산당
ex:person:장 디케티	ex:event:거울신경세포	none	A→B	certain	장 디케티 ~ 거울신경세포
ex:person:장희재	wd:Q704929	none	A→B	certain	장희재 ~ 소론
ex:person:존 마즐러프	ex:person:까마귀	none	A→B	certain	존 마즐러프 ~ 까마귀
ex:person:풍양 조씨	wd:Q624353	none	A→B	certain	풍양 조씨 ~ 신정왕후
ex:person:피아제	ex:event:심리학적인 관점	none	A→B	certain	피아제 ~ 심리학적인 관점
ex:person:한중혁	wd:Q704929	none	A→B	certain	한중혁 ~ 소론
ex:place:경성감옥	ex:person:계몽운동세력	none	A→B	certain	경성감옥 ~ 계몽운동세력
ex:place:경성감옥	ex:person:의병세력	none	A→B	certain	경성감옥 ~ 의병세력
ex:place:이익선생묘	ex:event:경기도 기념물 제 40호	none	A→B	certain	이익선생묘 ~ 경기도 기념물 제 40호
wd:Q106234557	ex:person:국유지	none	A→B	certain	조선총독부 ~ 국유지
wd:Q106234557	ex:person:농민	none	A→B	certain	조선총독부 ~ 농민
wd:Q106234557	ex:person:대지주	none	A→B	certain	조선총독부 ~ 대지주
wd:Q106234557	ex:person:소작농	none	A→B	certain	조선총독부 ~ 소작농
wd:Q106234557	ex:person:소작인	none	A→B	certain	조선총독부 ~ 소작인
wd:Q106234557	ex:person:역둔토	none	A→B	certain	조선총독부 ~ 역둔토
wd:Q106234557	ex:person:일본인	none	A→B	certain	조선총독부 ~ 일본인
wd:Q106234557	ex:person:자유노동자	none	A→B	certain	조선총독부 ~ 자유노동자
wd:Q106234557	ex:person:지주	none	A→B	certain	조선총독부 ~ 지주
wd:Q106234557	ex:person:지주대표	none	A→B	certain	조선총독부 ~ 지주대표
wd:Q106234557	ex:person:지주총대	none	A→B	certain	조선총독부 ~ 지주총대
wd:Q106234557	ex:person:화전민	none	A→B	certain	조선총독부 ~ 화전민
wd:Q106234557	ex:person:황무지	none	A→B	certain	조선총독부 ~ 황무지
wd:Q10855629	ex:org:탁치반대국민총동원위원회	member_of	A→B	certain	권동진 ~ 탁치반대국민총동원위원회 · 김구가 모스크바 3상회담에 반발, 강력한 반탁운동을 추진하자 12월 30일 결성된 신탁통치반대 국민총동원위원
wd:Q109547418	ex:org:환구단	none	A→B	certain	기곡제 ~ 환구단
wd:Q11265994	ex:org:만민공동회	none	A→B	certain	이상재 ~ 만민공동회
wd:Q11265994	ex:org:황성기독교청년회 야유회	none	A→B	certain	이상재 ~ 황성기독교청년회 야유회
wd:Q11286597	ex:org:형평사전국대회	none	A→B	certain	형평사 운동 ~ 형평사전국대회
wd:Q11286597	ex:org:형평사통일대회	none	A→B	certain	형평사 운동 ~ 형평사통일대회
wd:Q11286597	ex:org:형평사혁신동맹창립총회	none	A→B	certain	형평사 운동 ~ 형평사혁신동맹창립총회
wd:Q11286597	ex:org:형평청년회	none	A→B	certain	형평사 운동 ~ 형평청년회
wd:Q1156288	ex:person:시마즈	none	A→B	certain	시마즈 요시히로 ~ 시마즈
wd:Q1156288	ex:person:시마즈 가	none	A→B	certain	시마즈 요시히로 ~ 시마즈 가
wd:Q1156288	ex:person:시마즈 가문	none	A→B	certain	시마즈 요시히로 ~ 시마즈 가문
wd:Q1156288	ex:person:시마즈군	none	A→B	certain	시마즈 요시히로 ~ 시마즈군
wd:Q11643899	ex:person:방지용	none	A→B	certain	정지 ~ 방지용
wd:Q11643899	ex:person:유만수	none	A→B	certain	정지 ~ 유만수
wd:Q11643899	wd:Q16172256	none	A→B	certain	정지 ~ 윤송
wd:Q12586875	ex:person:경주 김씨	none	A→B	certain	김개남 ~ 경주 김씨
wd:Q12586875	ex:person:김개주	none	A→B	certain	김개남 ~ 김개주
wd:Q12586875	ex:person:김백술	child_of	B→A	certain	김개남 ~ 김백술 · 아들 김백술(金伯述)(? ~ 1952): 경주김씨와 결혼하여 2남 5녀를 둠
wd:Q12586875	ex:person:김송현	none	A→B	certain	김개남 ~ 김송현
wd:Q12586875	ex:person:송도용	none	A→B	certain	김개남 ~ 송도용
wd:Q12586875	ex:person:우관선사	none	A→B	certain	김개남 ~ 우관선사
wd:Q12586875	ex:person:윤씨 부인	none	A→B	certain	김개남 ~ 윤씨 부인
wd:Q12586875	ex:person:정인덕	none	A→B	certain	김개남 ~ 정인덕
wd:Q12586875	ex:person:호준	none	A→B	certain	김개남 ~ 호준
wd:Q12587347	ex:org:각파유지연맹 강연회	none	A→B	certain	김명준 (1870년) ~ 각파유지연맹 강연회
wd:Q12587347	ex:org:국민협회 창립 1주년 기념 시국대연설회	none	A→B	certain	김명준 (1870년) ~ 국민협회 창립 1주년 기념 시국대연설회
wd:Q12587347	ex:org:조선인 참정권 관련 시국간담회	none	A→B	certain	김명준 (1870년) ~ 조선인 참정권 관련 시국간담회
wd:Q12595428	ex:person:원	none	A→B	certain	목호의 난 ~ 원
wd:Q12595428	wd:Q9903	none	A→B	certain	목호의 난 ~ 명나라
wd:Q12613430	ex:org:대북	none	A→B	certain	인조반정 ~ 대북
wd:Q16176384	ex:person:조선인	none	A→B	certain	간토 대학살 ~ 조선인
wd:Q16176384	ex:person:중국인	none	A→B	certain	간토 대학살 ~ 중국인
wd:Q179935	ex:event:두산세계대백과사전	none	A→B	certain	정하상 ~ 두산세계대백과사전
wd:Q179935	ex:event:생활성서	none	A→B	certain	정하상 ~ 생활성서
wd:Q179935	ex:event:일기도	none	A→B	certain	정하상 ~ 일기도
wd:Q179935	ex:event:정보록	none	A→B	certain	정하상 ~ 정보록
wd:Q179935	ex:event:한겨레 21	none	A→B	certain	정하상 ~ 한겨레 21
wd:Q179935	ex:event:한국민족문화대백과사전	none	A→B	certain	정하상 ~ 한국민족문화대백과사전
wd:Q179935	ex:person:고 발바라 교우	none	A→B	certain	정하상 ~ 고 발바라 교우
wd:Q179935	ex:person:권영례 데레사	none	A→B	certain	정하상 ~ 권영례 데레사
wd:Q179935	ex:person:브루기에르 주교	none	A→B	certain	정하상 ~ 브루기에르 주교
wd:Q179935	ex:person:샤를 달레	none	A→B	certain	정하상 ~ 샤를 달레
wd:Q179935	ex:person:유방제 신부	none	A→B	certain	정하상 ~ 유방제 신부
wd:Q179935	ex:person:조숙 베드로	none	A→B	certain	정하상 ~ 조숙 베드로
wd:Q179935	ex:person:홍콩 천주교의 약망(若望)주교	none	A→B	certain	정하상 ~ 홍콩 천주교의 약망(若望)주교
wd:Q188712	ex:event:대한시설강령	participated_in	A→B	certain	일본 제국 ~ 대한시설강령 · 5월에는 일제가 한일의정서를 기반해서 세부적인 대한제국 경영 방안을 작성하고, 일본 각의의 결정을 거쳐 실행
wd:Q188712	ex:event:제2차 한일 협약	participated_in	A→B	probable	일본 제국 ~ 제2차 한일 협약 · 이 고문정치는 뒷날, 1905년 제2차 한일 협약으로 통감부가 설치되면서 이른바 '통감정치'로 바뀌었으며, 
wd:Q188712	nikh:kc_i403500	none	A→B	certain	일본 제국 ~ 한일의정서
wd:Q214259	ex:org:남조선인민대표자대회	none	A→B	certain	김규식 ~ 남조선인민대표자대회
wd:Q214259	ex:org:제2차 전조선 제정당사회단체 지도자협의회	none	A→B	certain	김규식 ~ 제2차 전조선 제정당사회단체 지도자협의회
wd:Q214259	ex:org:통일독립촉진회	member_of	A→B	certain	김규식 ~ 통일독립촉진회 · 이후 김구·김규식은 남한만의 단독선거가 실시된 후에도 한독당과 민족자주연맹을 중심으로 단정 반대세력을 규합하
wd:Q215737	ex:org:남조선인민대표자대회	none	A→B	certain	김구 ~ 남조선인민대표자대회
wd:Q215737	ex:org:제2차 전조선 제정당사회단체 지도자협의회	none	A→B	certain	김구 ~ 제2차 전조선 제정당사회단체 지도자협의회
wd:Q215737	ex:org:통일독립촉진회	member_of	A→B	certain	김구 ~ 통일독립촉진회 · 이후 김구·김규식은 남한만의 단독선거가 실시된 후에도 한독당과 민족자주연맹을 중심으로 단정 반대세력을 규합하
wd:Q22974749	ex:person:동인	none	A→B	certain	이준경 ~ 동인
wd:Q256246	ex:person:정대림	none	A→B	certain	정약용 ~ 정대림
wd:Q256246	ex:person:홍화보	none	A→B	certain	정약용 ~ 홍화보
wd:Q28208	ex:person:요나라	none	A→B	certain	고려 ~ 요나라
wd:Q28208	wd:Q28057	none	A→B	certain	고려 ~ 탐라
wd:Q282172	ex:person:다치바나 소이치	none	A→B	certain	오스기 사카에 ~ 다치바나 소이치
wd:Q28233	ex:event:대한시설강령	none	A→B	certain	대한제국 ~ 대한시설강령
wd:Q28233	ex:event:제2차 한일 협약	none	A→B	certain	대한제국 ~ 제2차 한일 협약
wd:Q28322	ex:person:요나라	none	A→B	certain	발해 ~ 요나라
wd:Q28322	wd:Q28208	none	A→B	certain	발해 ~ 고려
wd:Q28322	wd:Q28456	none	A→B	certain	발해 ~ 신라
wd:Q302096	ex:event:요동 원정	participated_in	A→B	probable	고려 우왕 ~ 요동 원정 · 이 우왕 14년 철령위 설치문제로 인해 명과 고려의 관계는 급속히 냉각되었고, 우왕과 최영은 요동 원정을 계
wd:Q310462	wd:Q423	none	A→B	certain	사이고 다카모리 ~ 조선민주주의인민공화국
wd:Q31178586	wd:Q711051	participated_in	A→B	certain	노영희 ~ 삼별초 · 마침내 1270년 음력 6월 초, 개경 환도를 앞둔 시점에서 삼별초의 지도자였던 배중손과 노영희 등 삼별초 
wd:Q3270739	ex:place:매은정동	occurred_at	A→B	probable	박천 전투 ~ 매은정동 · 이른 아침까지 중국인민지원군의 공격은 저지되었고, 오스트레일리아 왕립 연대 제3대대는 매은정동 북쪽 철도 건
wd:Q3270739	ex:place:박천-신안주 도로	none	A→B	certain	박천 전투 ~ 박천-신안주 도로
wd:Q3270739	ex:place:청천강 전선	none	A→B	certain	박천 전투 ~ 청천강 전선
wd:Q3270739	wd:Q17486945	none	A→B	certain	박천 전투 ~ 구진
wd:Q3270739	wd:Q483102	none	A→B	certain	박천 전투 ~ 북위 38도선
wd:Q3270739	wd:Q7674900	occurred_at	A→B	certain	박천 전투 ~ 대령강 · 이 전투는 영국 및 오스트레일리아군과 미군 전차 및 포병이 지원하는 제27보병여단과 제39군 예하의 제117
wd:Q34479	wd:Q163244	participated_in	A→B	probable	쇼와 천황 ~ 포츠담 선언 · 일본의 항복(영어: Surrender of Japan, 일본어: 日本の降伏)은 일본 제국이 1945년 8월 
wd:Q378483	ex:person:친이성계 문인	none	A→B	certain	조선 태조 ~ 친이성계 문인
wd:Q379649	ex:person:석견	none	A→B	certain	윤선도 ~ 석견
wd:Q379659	ex:person:원몽	none	A→B	certain	원균 ~ 원몽
wd:Q379659	ex:person:원전	none	A→B	certain	원균 ~ 원전
wd:Q379659	ex:person:원주 원씨 원성백파	none	A→B	certain	원균 ~ 원주 원씨 원성백파
wd:Q388037	ex:period:1939년경	none	A→B	certain	만국평화회의 ~ 1939년경
wd:Q388037	ex:person:네덜란드 외무부	none	A→B	certain	만국평화회의 ~ 네덜란드 외무부
wd:Q41117	ex:org:제2차 전조선 제정당사회단체 지도자협의회	none	A→B	certain	김일성 ~ 제2차 전조선 제정당사회단체 지도자협의회
wd:Q423	ex:person:인민경제 향상을 위한 1차 7개년 계획	none	A→B	certain	조선민주주의인민공화국 ~ 인민경제 향상을 위한 1차 7개년 계획
wd:Q423	wd:Q705043	none	A→B	certain	조선민주주의인민공화국 ~ 메이지 6년 정변
wd:Q433065	ex:person:남덕하	none	A→B	certain	논개 ~ 남덕하
wd:Q433065	ex:person:다산 정약용	none	A→B	certain	논개 ~ 다산 정약용
wd:Q433065	ex:person:수주 변영로	none	A→B	certain	논개 ~ 수주 변영로
wd:Q433065	ex:person:임종성	none	A→B	certain	논개 ~ 임종성
wd:Q433065	ex:person:정대륭	none	A→B	certain	논개 ~ 정대륭
wd:Q433065	ex:person:정연보	none	A→B	certain	논개 ~ 정연보
wd:Q433065	ex:person:주달무	none	A→B	certain	논개 ~ 주달무
wd:Q433065	ex:person:주대룡	none	A→B	certain	논개 ~ 주대룡
wd:Q43734	wd:Q485193	none	A→B	certain	교황 그레고리오 16세 ~ 천주교 서울대교구
wd:Q464485	ex:artwork:동계만록	none	A→B	certain	신사임당 ~ 동계만록
wd:Q464485	ex:person:권씨	none	A→B	certain	신사임당 ~ 권씨
wd:Q464485	ex:person:신상	none	A→B	certain	신사임당 ~ 신상
wd:Q464485	ex:person:신숙권	none	A→B	certain	신사임당 ~ 신숙권
wd:Q464485	ex:person:오귀환	none	A→B	certain	신사임당 ~ 오귀환
wd:Q464485	ex:person:윤회	none	A→B	certain	신사임당 ~ 윤회
wd:Q464485	ex:person:이의석	none	A→B	certain	신사임당 ~ 이의석
wd:Q464485	ex:person:이추	none	A→B	certain	신사임당 ~ 이추
wd:Q464510	ex:artwork:나, 황진이	none	A→B	certain	황진이 ~ 나, 황진이
wd:Q464510	ex:artwork:동국시선	none	A→B	certain	황진이 ~ 동국시선
wd:Q464510	ex:person:이사종	none	A→B	certain	황진이 ~ 이사종
wd:Q464510	ex:person:이생	none	A→B	certain	황진이 ~ 이생
wd:Q464510	ex:person:이진이	none	A→B	certain	황진이 ~ 이진이
wd:Q464510	ex:person:지족선사	none	A→B	certain	황진이 ~ 지족선사
wd:Q464510	ex:person:진랑	none	A→B	certain	황진이 ~ 진랑
wd:Q464510	ex:person:진현금	none	A→B	certain	황진이 ~ 진현금
wd:Q464510	ex:person:황씨	none	A→B	certain	황진이 ~ 황씨
wd:Q469396	ex:event:경제문감	none	A→B	certain	정도전 ~ 경제문감
wd:Q469396	ex:event:경제문감별집	none	A→B	certain	정도전 ~ 경제문감별집
wd:Q469396	ex:event:불씨잡변	none	A→B	certain	정도전 ~ 불씨잡변
wd:Q469396	ex:event:역대부병시위지제	none	A→B	certain	정도전 ~ 역대부병시위지제
wd:Q469396	ex:person:세자 방석	taught	A→B	certain	정도전 ~ 세자 방석 · 정도전은 어린 세자 방석을 교육시켜 재상이 중심이 되는 왕도 정치(재상 정치)의 실현을 꿈꾸었지만, 왕권과 
wd:Q469396	ex:person:이치	none	A→B	certain	정도전 ~ 이치
wd:Q469396	ex:person:조유인	none	A→B	certain	정도전 ~ 조유인
wd:Q469396	ex:person:하률	none	A→B	certain	정도전 ~ 하률
wd:Q469415	ex:person:그린	none	A→B	certain	허정 ~ 그린
wd:Q469415	ex:person:매그루더	none	A→B	certain	허정 ~ 매그루더
wd:Q469450	ex:person:이필진	none	A→B	certain	허균 ~ 이필진
wd:Q470047	ex:event:노태우 대표위원에 의한 민주화 선언	none	A→B	certain	윤치영 ~ 노태우 대표위원에 의한 민주화 선언
wd:Q483055	ex:event:길없는 길	none	A→B	certain	경허 ~ 길없는 길
wd:Q483055	ex:person:만공스님	taught	A→B	certain	경허 ~ 만공스님 · 천장암에서 경허의 '삼월(三月)'로 불리는 수월스님과 혜월스님과 만공스님이 출가하여 함께 수행하게 된다.
wd:Q483055	ex:person:수월스님	taught	A→B	certain	경허 ~ 수월스님 · 천장암에서 경허의 '삼월(三月)'로 불리는 수월스님과 혜월스님과 만공스님이 출가하여 함께 수행하게 된다.
wd:Q483055	ex:person:혜월스님	taught	A→B	certain	경허 ~ 혜월스님 · 천장암에서 경허의 '삼월(三月)'로 불리는 수월스님과 혜월스님과 만공스님이 출가하여 함께 수행하게 된다.
wd:Q4841202	wd:Q711051	participated_in	A→B	certain	배중손 ~ 삼별초 · 배중손은 전 신의군의 우두머리로 삼별초에서도 지휘자를 맡아 삼별초를 총지휘했다.
wd:Q484267	ex:event:한중록	none	A→B	certain	헌경왕후 ~ 한중록
wd:Q484267	ex:person:한산부인 이씨	child_of	A→B	certain	헌경왕후 ~ 한산부인 이씨 · 1735년(영조 11년) 6월 18일, 한성부 반송방에서 홍봉한과 한산부부인 이씨의 둘째 딸로 태어났다.
wd:Q484453	ex:person:심연은	none	A→B	certain	조선 인조 ~ 심연은
wd:Q484453	ex:person:아민	none	A→B	certain	조선 인조 ~ 아민
wd:Q484453	ex:person:얀얀스벨테브레이	none	A→B	certain	조선 인조 ~ 얀얀스벨테브레이
wd:Q484608	ex:person:노이	none	A→B	certain	이종무 ~ 노이
wd:Q484966	ex:person:척사윤음	none	A→B	certain	조선 헌종 ~ 척사윤음
wd:Q485556	ex:person:노비변정도감	none	A→B	certain	조선 정종 ~ 노비변정도감
wd:Q485556	ex:person:도만호	none	A→B	certain	조선 정종 ~ 도만호
wd:Q485556	ex:person:순군만호부	none	A→B	certain	조선 정종 ~ 순군만호부
wd:Q485556	ex:person:의흥삼군부	none	A→B	certain	조선 정종 ~ 의흥삼군부
wd:Q485556	ex:person:의흥친군위	none	A→B	certain	조선 정종 ~ 의흥친군위
wd:Q485556	ex:person:조례상정도감	none	A→B	certain	조선 정종 ~ 조례상정도감
wd:Q485556	ex:person:집현전	none	A→B	certain	조선 정종 ~ 집현전
wd:Q485599	ex:person:김광택	none	A→B	certain	인현왕후 ~ 김광택
wd:Q485599	ex:person:김만균	none	A→B	certain	인현왕후 ~ 김만균
wd:Q485599	ex:person:김만기	none	A→B	certain	인현왕후 ~ 김만기
wd:Q485599	ex:person:남양 홍씨	none	A→B	certain	인현왕후 ~ 남양 홍씨
wd:Q485599	ex:person:이만창	none	A→B	certain	인현왕후 ~ 이만창
wd:Q485599	ex:person:장희재	none	A→B	certain	인현왕후 ~ 장희재
wd:Q485604	ex:person:소 다케위키	none	A→B	certain	덕혜옹주 ~ 소 다케위키
wd:Q485604	ex:person:이공재	none	A→B	certain	덕혜옹주 ~ 이공재
wd:Q486257	ex:person:고재우	none	A→B	certain	조식 ~ 고재우
wd:Q486266	ex:org:소윤	member_of	A→B	certain	윤원형 ~ 소윤 · 당시에는 어좌를 두고 파평 윤씨 일가의 당쟁이 극에 달하였는데 윤임을 중심으로 하는 대윤과 윤원형을 중심으로
wd:Q486266	ex:person:동인	none	A→B	certain	윤원형 ~ 동인
wd:Q486266	ex:person:이조민	none	A→B	certain	윤원형 ~ 이조민
wd:Q486266	ex:person:척신	none	A→B	certain	윤원형 ~ 척신
wd:Q486278	ex:person:송씨	none	A→B	certain	김종직 ~ 송씨
wd:Q486278	ex:person:영응대군 부인 송씨	none	A→B	certain	김종직 ~ 영응대군 부인 송씨
wd:Q486278	ex:person:한유	none	A→B	certain	김종직 ~ 한유
wd:Q486283	ex:person:능성현령	none	A→B	certain	조광조 ~ 능성현령
wd:Q486283	ex:person:동방사현	none	A→B	certain	조광조 ~ 동방사현
wd:Q486283	ex:person:정암	none	A→B	certain	조광조 ~ 정암
wd:Q486388	ex:person:기묘명현	none	A→B	certain	기묘사화 ~ 기묘명현
wd:Q486558	ex:org:대북	none	A→B	certain	이산해 ~ 대북
wd:Q486558	ex:person:동인	none	A→B	certain	이산해 ~ 동인
wd:Q486558	ex:person:북인	none	A→B	certain	이산해 ~ 북인
wd:Q486558	ex:person:소북	none	A→B	certain	이산해 ~ 소북
wd:Q486558	ex:person:예문관	none	A→B	certain	이산해 ~ 예문관
wd:Q486558	ex:person:홍문관	none	A→B	certain	이산해 ~ 홍문관
wd:Q487161	ex:org:광주학생운동 민중대회	none	A→B	certain	한용운 ~ 광주학생운동 민중대회
wd:Q487161	ex:org:승려대회	none	A→B	certain	한용운 ~ 승려대회
wd:Q487161	ex:org:이회광 규탄 및 승려결기대회	none	A→B	certain	한용운 ~ 이회광 규탄 및 승려결기대회
wd:Q487161	ex:person:김벽산	none	A→B	certain	한용운 ~ 김벽산
wd:Q487161	ex:person:영숙	child_of	B→A	certain	한용운 ~ 영숙 · 다음 해에 딸 영숙(1934년 9월 1일)이 태어났으며, 1935년에 완공되자 입주하여 심우장에서 여생을 보
wd:Q487161	ex:person:한창국	none	A→B	certain	한용운 ~ 한창국
wd:Q488115	ex:person:정원달	none	A→B	certain	화완옹주 ~ 정원달
wd:Q488374	ex:event:절의	none	A→B	certain	성삼문 ~ 절의
wd:Q488374	ex:event:충군	none	A→B	certain	성삼문 ~ 충군
wd:Q488374	ex:event:학문	none	A→B	certain	성삼문 ~ 학문
wd:Q488374	ex:person:맹년	child_of	B→A	certain	성삼문 ~ 맹년 · 둘째아들 맹년의 딸은 유성원의 일족인 서산공 유자미가 비밀리에 피신시켜 길러서 자신의 일곱째 며느리(柳輯 부
wd:Q488374	ex:person:성삼고	none	A→B	certain	성삼문 ~ 성삼고
wd:Q488374	ex:person:성삼빙	none	A→B	certain	성삼문 ~ 성삼빙
wd:Q488374	ex:person:성삼성	none	A→B	certain	성삼문 ~ 성삼성
wd:Q488374	ex:person:성성금	none	A→B	certain	성삼문 ~ 성성금
wd:Q488374	ex:person:성옥동	none	A→B	certain	성삼문 ~ 성옥동
wd:Q488374	ex:person:효옥	child_of	B→A	certain	성삼문 ~ 효옥 · 아내 차산과 미혼의 장녀 효옥은 박종우의 노비가 되었다.
wd:Q488694	ex:person:남세건	none	A→B	certain	조선 예종 ~ 남세건
wd:Q488694	ex:person:동인	none	A→B	certain	조선 예종 ~ 동인
wd:Q488694	ex:person:북인	none	A→B	certain	조선 예종 ~ 북인
wd:Q488694	ex:person:송재 이우	none	A→B	certain	조선 예종 ~ 송재 이우
wd:Q488694	wd:Q122846639	none	A→B	certain	조선 예종 ~ 임진왜란
wd:Q488694	wd:Q12587941	none	A→B	certain	조선 예종 ~ 김안국
wd:Q488694	wd:Q12589996	none	A→B	certain	조선 예종 ~ 남인
wd:Q488694	wd:Q12590390	none	A→B	certain	조선 예종 ~ 노수신
wd:Q488694	wd:Q12603522	none	A→B	certain	조선 예종 ~ 숭선군
wd:Q488694	wd:Q12613135	none	A→B	certain	조선 예종 ~ 이현보
wd:Q488694	wd:Q24859745	none	A→B	certain	조선 예종 ~ 김저
wd:Q488694	wd:Q486283	none	A→B	certain	조선 예종 ~ 조광조
wd:Q488694	wd:Q486563	none	A→B	certain	조선 예종 ~ 이기
wd:Q488694	wd:Q61095127	none	A→B	certain	조선 예종 ~ 신광한
wd:Q488694	wd:Q624894	none	A→B	certain	조선 예종 ~ 이언적
wd:Q488694	wd:Q6677192	none	A→B	certain	조선 예종 ~ 김인후
wd:Q488694	wd:Q706103	none	A→B	certain	조선 예종 ~ 을사사화
wd:Q488700	ex:person:의령군 맹중	child_of	B→A	certain	회안대군 ~ 의령군 맹중 · 형 정종에게 적장자가 없자, 왕위 계승에 대한 야심이 있던 그는 1400년(정종 2년)에 제2차 왕자의 난 
wd:Q489527	ex:org:대한협동회	member_of	A→B	certain	양기탁 ~ 대한협동회 · 1905년 궁내부에서 근무하고 신문을 발행할 때 러일전쟁에서 승리한 일본이 대한제국에 황무지 개척권을 요구하
wd:Q489527	ex:org:만민공동회	member_of	A→B	certain	양기탁 ~ 만민공동회 · 1898년에는 만민공동회에 참여하여 연사가 되어 열변을 토하였으며, 만민공동회의 부총무장(副總務長)급으로 적
wd:Q489758	ex:person:대원군	none	A→B	certain	전봉준 ~ 대원군
wd:Q489758	ex:person:박원명	none	A→B	certain	전봉준 ~ 박원명
wd:Q489792	ex:person:강노	none	A→B	certain	최익현 ~ 강노
wd:Q489792	ex:person:민씨 일족	none	A→B	certain	최익현 ~ 민씨 일족
wd:Q489792	ex:person:여흥 민씨 척족 세력들	none	A→B	certain	최익현 ~ 여흥 민씨 척족 세력들
wd:Q490001	ex:person:사관학교	none	A→B	certain	김좌진 ~ 사관학교
wd:Q490156	ex:org:적화방지단	none	A→B	certain	청산리 전투 ~ 적화방지단
wd:Q490156	ex:person:한국 독립군	participated_in	B→A	certain	청산리 전투 ~ 한국 독립군 · 가장 중요한 것은 청산리 전투였는데, 약 400명의 한국 독립군이 4일간의 치열한 전투에서 더 잘 훈련된 일
wd:Q490362	ex:person:니탕개	none	A→B	certain	김시민 ~ 니탕개
wd:Q490362	ex:person:평소태	none	A→B	certain	김시민 ~ 평소태
wd:Q490391	ex:event:요동 원정	participated_in	A→B	probable	최영 ~ 요동 원정 · 이 우왕 14년 철령위 설치문제로 인해 명과 고려의 관계는 급속히 냉각되었고, 우왕과 최영은 요동 원정을 계
